IP,Source,Country,State,Region,City,unknown_1,Latitude,Longitude,unknown_2,unknown_3
103.39.236.213, GeoIP City Edition, Rev 1: IN, N/A, N/A, N/A, N/A, 20.000000, 77.000000, 0, 0
103.40.246.84, GeoIP City Edition, Rev 1: CN, 30, Guangdong, Shenzhen, N/A, 22.533300, 114.133301, 0, 0
103.40.248.203, GeoIP City Edition, Rev 1: CN, 30, Guangdong, Shenzhen, N/A, 22.533300, 114.133301, 0, 0
103.45.118.92, GeoIP City Edition, Rev 1: CN, 30, Guangdong, Shenzhen, N/A, 22.533300, 114.133301, 0, 0
103.45.187.249, GeoIP City Edition, Rev 1: CN, 30, Guangdong, Shenzhen, N/A, 22.533300, 114.133301, 0, 0
103.55.38.247, GeoIP City Edition, Rev 1: ID, 14, Kalimantan Timur, Balikpapan, N/A, -1.283300, 116.833298, 0, 0
103.63.109.166, GeoIP City Edition, Rev 1: VN, 30, Quang Ninh, Hai Phong, N/A, 20.856100, 106.682198, 0, 0
103.75.34.219, GeoIP City Edition, Rev 1: IN, 36, Uttar Pradesh, Noida, 201301, 28.570000, 77.320000, 0, 0
103.86.134.194, GeoIP City Edition, Rev 1: PK, 04, Punjab, Multan, 60700, 30.195601, 71.475304, 0, 0
103.89.176.74, GeoIP City Edition, Rev 1: MM, 17, Yangon, Yangon, N/A, 16.783300, 96.166702, 0, 0
103.91.65.55, GeoIP City Edition, Rev 1: MY, N/A, N/A, N/A, N/A, 2.500000, 112.500000, 0, 0
103.93.180.102, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
103.96.96.114, GeoIP City Edition, Rev 1: IN, N/A, N/A, N/A, N/A, 20.000000, 77.000000, 0, 0
104.131.107.13, GeoIP City Edition, Rev 1: US, NJ, New Jersey, Clifton, 07014, 40.832600, -74.130699, 501, 973
104.131.109.15, GeoIP City Edition, Rev 1: US, NJ, New Jersey, Clifton, 07014, 40.832600, -74.130699, 501, 973
104.131.180.54, GeoIP City Edition, Rev 1: US, NJ, New Jersey, Clifton, 07014, 40.832600, -74.130699, 501, 973
104.131.186.240, GeoIP City Edition, Rev 1: US, NJ, New Jersey, Clifton, 07014, 40.832600, -74.130699, 501, 973
104.131.89.163, GeoIP City Edition, Rev 1: US, NJ, New Jersey, Clifton, 07014, 40.832600, -74.130699, 501, 973
104.137.38.3, GeoIP City Edition, Rev 1: US, AL, Alabama, Millbrook, 36054, 32.478100, -86.359802, 698, 334
104.154.147.52, GeoIP City Edition, Rev 1: US, CA, California, Mountain View, 94043, 37.419201, -122.057404, 807, 650
104.156.250.125, GeoIP City Edition, Rev 1: US, NJ, New Jersey, Piscataway, 08854, 40.551601, -74.463699, 501, 732
104.159.165.46, GeoIP City Edition, Rev 1: US, MN, Minnesota, Duluth, 55807, 46.736000, -92.172997, 676, 218
104.194.72.252, GeoIP City Edition, Rev 1: US, CA, California, Los Angeles, 90014, 34.049400, -118.264099, 803, 213
104.199.53.197, GeoIP City Edition, Rev 1: EU, N/A, N/A, N/A, N/A, 47.000000, 8.000000, 0, 0
104.211.164.221, GeoIP City Edition, Rev 1: IN, 16, Maharashtra, Mumbai, N/A, 18.975000, 72.825798, 0, 0
104.215.255.222, GeoIP City Edition, Rev 1: SG, 00, N/A, Singapore, N/A, 1.293100, 103.855797, 0, 0
104.225.153.190, GeoIP City Edition, Rev 1: US, CA, California, Los Angeles, 90014, 34.049400, -118.264099, 803, 213
104.236.111.220, GeoIP City Edition, Rev 1: US, NJ, New Jersey, Clifton, 07014, 40.832600, -74.130699, 501, 973
104.236.122.229, GeoIP City Edition, Rev 1: US, NJ, New Jersey, Clifton, 07014, 40.832600, -74.130699, 501, 973
104.236.230.184, GeoIP City Edition, Rev 1: US, NJ, New Jersey, Clifton, 07014, 40.832600, -74.130699, 501, 973
104.236.5.5, GeoIP City Edition, Rev 1: US, NJ, New Jersey, Clifton, 07014, 40.832600, -74.130699, 501, 973
104.236.58.164, GeoIP City Edition, Rev 1: US, NJ, New Jersey, Clifton, 07014, 40.832600, -74.130699, 501, 973
104.236.93.241, GeoIP City Edition, Rev 1: US, NJ, New Jersey, Clifton, 07014, 40.832600, -74.130699, 501, 973
104.248.114.239, GeoIP City Edition, Rev 1: US, DE, Delaware, Wilmington, 19801, 39.715698, -75.528099, 504, 302
104.248.116.140, GeoIP City Edition, Rev 1: US, DE, Delaware, Wilmington, 19801, 39.715698, -75.528099, 504, 302
104.248.133.62, GeoIP City Edition, Rev 1: US, DE, Delaware, Wilmington, 19801, 39.715698, -75.528099, 504, 302
104.248.160.58, GeoIP City Edition, Rev 1: US, DE, Delaware, Wilmington, 19801, 39.715698, -75.528099, 504, 302
104.248.176.46, GeoIP City Edition, Rev 1: US, DE, Delaware, Wilmington, 19801, 39.715698, -75.528099, 504, 302
104.248.27.245, GeoIP City Edition, Rev 1: US, DE, Delaware, Wilmington, 19801, 39.715698, -75.528099, 504, 302
106.12.114.101, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.12.133.103, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.12.134.102, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.12.165.53, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.12.174.197, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.12.200.176, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.12.215.238, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.124.130.114, GeoIP City Edition, Rev 1: CN, 30, Guangdong, Guangzhou, N/A, 23.116699, 113.250000, 0, 0
106.12.96.191, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.12.97.103, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.13.119.163, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.13.128.71, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.13.137.49, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.13.230.219, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.13.26.62, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.13.27.134, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.13.40.23, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.13.41.87, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.13.47.10, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.13.4.86, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.13.61.120, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.13.6.214, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.13.90.60, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.251.66.171, GeoIP City Edition, Rev 1: KR, N/A, N/A, N/A, N/A, 37.511200, 126.974098, 0, 0
106.51.227.10, GeoIP City Edition, Rev 1: IN, 19, Karnataka, Bangalore, N/A, 12.983300, 77.583298, 0, 0
106.51.78.18, GeoIP City Edition, Rev 1: IN, 19, Karnataka, Bangalore, N/A, 12.983300, 77.583298, 0, 0
106.52.105.178, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.52.132.186, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.52.181.73, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.52.53.206, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.52.63.37, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.53.115.29, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.53.134.73, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.53.219.165, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.53.231.104, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.53.237.30, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.53.245.89, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.53.88.144, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.54.101.141, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.54.190.173, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.54.253.9, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.54.32.21, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.54.65.139, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.54.83.233, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.54.96.129, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.55.13.61, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.55.168.150, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.55.168.173, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.55.242.70, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
106.75.251.140, GeoIP City Edition, Rev 1: CN, 23, Shanghai, Shanghai, N/A, 31.045601, 121.399696, 0, 0
106.75.251.169, GeoIP City Edition, Rev 1: CN, 23, Shanghai, Shanghai, N/A, 31.045601, 121.399696, 0, 0
106.75.34.226, GeoIP City Edition, Rev 1: CN, 23, Shanghai, Shanghai, N/A, 31.045601, 121.399696, 0, 0
107.151.231.108, GeoIP City Edition, Rev 1: US, WY, Wyoming, Cheyenne, 82010, 41.327400, -104.666397, 759, 307
107.170.102.171, GeoIP City Edition, Rev 1: US, NY, New York, New York, 10011, 40.730801, -73.997498, 501, 212
107.170.131.23, GeoIP City Edition, Rev 1: US, NY, New York, New York, 10011, 40.730801, -73.997498, 501, 212
107.170.135.29, GeoIP City Edition, Rev 1: US, NY, New York, New York, 10011, 40.730801, -73.997498, 501, 212
107.173.149.104, GeoIP City Edition, Rev 1: US, NY, New York, Buffalo, 14202, 42.886398, -78.878098, 514, 716
107.182.22.64, GeoIP City Edition, Rev 1: US, PA, Pennsylvania, Wilkes Barre, 18706, 41.202900, -75.902702, 577, 570
109.185.141.61, GeoIP City Edition, Rev 1: MD, 57, Chisinau, Chisinau, MD-2000, 47.005600, 28.857500, 0, 0
109.236.63.195, GeoIP City Edition, Rev 1: IP Address not found
109.91.245.71, GeoIP City Edition, Rev 1: DE, 07, Nordrhein-Westfalen, Essen, 45326, 51.484402, 7.005000, 0, 0
109.96.66.75, GeoIP City Edition, Rev 1: RO, 10, Bucuresti, Voluntari, 077191, 44.500000, 26.133301, 0, 0
110.242.132.113, GeoIP City Edition, Rev 1: CN, 10, Hebei, Hebei, N/A, 39.889702, 115.275002, 0, 0
111.12.52.219, GeoIP City Edition, Rev 1: CN, N/A, N/A, N/A, N/A, 34.772499, 113.726601, 0, 0
111.19.157.70, GeoIP City Edition, Rev 1: CN, N/A, N/A, N/A, N/A, 34.772499, 113.726601, 0, 0
111.21.99.227, GeoIP City Edition, Rev 1: CN, N/A, N/A, N/A, N/A, 34.772499, 113.726601, 0, 0
111.229.121.142, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.229.19.222, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.229.206.250, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.229.215.206, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.229.227.184, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.229.253.130, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.229.64.120, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.229.65.253, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.229.65.34, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.230.167.190, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.231.137.83, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.231.140.184, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.231.164.168, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.231.93.35, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.30.114.22, GeoIP City Edition, Rev 1: CN, 28, Tianjin, Tianjin, N/A, 39.142200, 117.176697, 0, 0
111.67.194.41, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.67.194.94, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.67.202.234, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.67.204.220, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.67.207.218, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.68.97.22, GeoIP City Edition, Rev 1: PK, 08, Islamabad, Islamabad, 44000, 33.695702, 73.011299, 0, 0
1.119.166.234, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
111.93.200.50, GeoIP City Edition, Rev 1: IN, 10, Haryana, Panipat, 132103, 29.388901, 76.968102, 0, 0
112.16.211.200, GeoIP City Edition, Rev 1: CN, 02, Zhejiang, Zhuji, N/A, 29.718800, 120.242302, 0, 0
112.17.170.163, GeoIP City Edition, Rev 1: CN, 02, Zhejiang, Hangzhou, N/A, 30.293600, 120.161400, 0, 0
112.248.12.234, GeoIP City Edition, Rev 1: CN, 25, Shandong, Jinan, N/A, 36.668301, 116.997200, 0, 0
112.248.8.108, GeoIP City Edition, Rev 1: CN, 25, Shandong, Jinan, N/A, 36.668301, 116.997200, 0, 0
112.85.42.13, GeoIP City Edition, Rev 1: CN, 04, Jiangsu, Wuhan, N/A, 32.224499, 120.232697, 0, 0
112.85.42.151, GeoIP City Edition, Rev 1: CN, 04, Jiangsu, Wuhan, N/A, 32.224499, 120.232697, 0, 0
112.85.42.183, GeoIP City Edition, Rev 1: CN, 04, Jiangsu, Wuhan, N/A, 32.224499, 120.232697, 0, 0
112.85.42.184, GeoIP City Edition, Rev 1: CN, 04, Jiangsu, Wuhan, N/A, 32.224499, 120.232697, 0, 0
112.90.145.104, GeoIP City Edition, Rev 1: CN, 30, Guangdong, Guangzhou, N/A, 23.116699, 113.250000, 0, 0
112.91.109.103, GeoIP City Edition, Rev 1: CN, 30, Guangdong, Shaoguan, N/A, 24.799999, 113.583298, 0, 0
113.110.165.82, GeoIP City Edition, Rev 1: CN, 30, Guangdong, Shenzhen, N/A, 22.533300, 114.133301, 0, 0
113.128.15.170, GeoIP City Edition, Rev 1: CN, 25, Shandong, Jinan, N/A, 36.668301, 116.997200, 0, 0
113.161.43.81, GeoIP City Edition, Rev 1: VN, 35, Thai Binh, Ho Chi Minh City, N/A, 10.814200, 106.643799, 0, 0
113.31.102.8, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
113.31.105.250, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
113.31.119.246, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
113.31.125.180, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
113.57.109.73, GeoIP City Edition, Rev 1: CN, 12, Hubei, Wuhan, N/A, 30.580099, 114.273399, 0, 0
113.65.205.171, GeoIP City Edition, Rev 1: CN, 30, Guangdong, Guangzhou, N/A, 23.116699, 113.250000, 0, 0
113.87.226.108, GeoIP City Edition, Rev 1: CN, 30, Guangdong, Shenzhen, N/A, 22.533300, 114.133301, 0, 0
113.98.193.58, GeoIP City Edition, Rev 1: CN, 30, Guangdong, Guangzhou, N/A, 23.116699, 113.250000, 0, 0
114.67.103.151, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
114.67.104.107, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
114.67.110.126, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
114.67.181.192, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
114.84.212.242, GeoIP City Edition, Rev 1: CN, 23, Shanghai, Shanghai, N/A, 31.045601, 121.399696, 0, 0
115.133.152.149, GeoIP City Edition, Rev 1: MY, N/A, N/A, N/A, N/A, 2.500000, 112.500000, 0, 0
115.137.112.89, GeoIP City Edition, Rev 1: KR, N/A, N/A, N/A, N/A, 37.511200, 126.974098, 0, 0
115.159.120.142, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
115.159.126.215, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
115.159.157.154, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
115.159.197.21, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
115.159.206.137, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
115.159.3.29, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
115.159.76.52, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
115.236.119.139, GeoIP City Edition, Rev 1: CN, 30, Guangdong, Guangzhou, N/A, 23.116699, 113.250000, 0, 0
115.254.63.50, GeoIP City Edition, Rev 1: IN, 36, Uttar Pradesh, Allahabad, 211007, 25.450001, 81.849998, 0, 0
115.60.60.71, GeoIP City Edition, Rev 1: CN, 09, Henan, Zhengzhou, N/A, 34.683601, 113.532501, 0, 0
115.71.238.18, GeoIP City Edition, Rev 1: KR, N/A, N/A, N/A, N/A, 37.511200, 126.974098, 0, 0
115.71.239.208, GeoIP City Edition, Rev 1: KR, N/A, N/A, N/A, N/A, 37.511200, 126.974098, 0, 0
115.78.4.219, GeoIP City Edition, Rev 1: VN, 35, Thai Binh, Ho Chi Minh City, N/A, 10.814200, 106.643799, 0, 0
116.12.51.206, GeoIP City Edition, Rev 1: SG, 00, N/A, Singapore, N/A, 1.293100, 103.855797, 0, 0
116.196.95.239, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
116.196.97.240, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
116.59.25.187, GeoIP City Edition, Rev 1: TW, 03, T'ai-pei, Taipei, N/A, 25.047800, 121.531799, 0, 0
116.6.18.115, GeoIP City Edition, Rev 1: CN, 30, Guangdong, Guangzhou, N/A, 23.116699, 113.250000, 0, 0
116.68.157.112, GeoIP City Edition, Rev 1: TH, N/A, N/A, N/A, N/A, 13.750000, 100.466698, 0, 0
116.85.26.21, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
116.98.162.85, GeoIP City Edition, Rev 1: VN, 78, Da Nang, Da Nang, N/A, 16.067801, 108.220802, 0, 0
117.102.82.43, GeoIP City Edition, Rev 1: ID, 04, Jakarta Raya, Jakarta, N/A, -6.174400, 106.829399, 0, 0
117.131.29.87, GeoIP City Edition, Rev 1: CN, N/A, N/A, N/A, N/A, 34.772499, 113.726601, 0, 0
117.139.166.27, GeoIP City Edition, Rev 1: CN, 32, Sichuan, Chengdu, N/A, 30.666700, 104.066704, 0, 0
117.141.253.80, GeoIP City Edition, Rev 1: CN, 16, Guangxi, Nanning, N/A, 22.816700, 108.316704, 0, 0
117.158.175.162, GeoIP City Edition, Rev 1: CN, 09, Henan, Zhengzhou, N/A, 34.683601, 113.532501, 0, 0
117.220.15.119, GeoIP City Edition, Rev 1: IN, 24, Rajasthan, Ajmer, 305001, 26.450001, 74.633301, 0, 0
117.36.116.145, GeoIP City Edition, Rev 1: CN, 26, Shaanxi, Xian, N/A, 34.258301, 108.928596, 0, 0
117.50.10.244, GeoIP City Edition, Rev 1: CN, 23, Shanghai, Shanghai, N/A, 31.045601, 121.399696, 0, 0
117.50.49.57, GeoIP City Edition, Rev 1: CN, 23, Shanghai, Shanghai, N/A, 31.045601, 121.399696, 0, 0
117.50.65.22, GeoIP City Edition, Rev 1: CN, 23, Shanghai, Shanghai, N/A, 31.045601, 121.399696, 0, 0
117.91.186.77, GeoIP City Edition, Rev 1: CN, 04, Jiangsu, Nanjing, N/A, 32.061699, 118.777802, 0, 0
118.122.73.137, GeoIP City Edition, Rev 1: CN, 32, Sichuan, Chengdu, N/A, 30.666700, 104.066704, 0, 0
118.126.109.155, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
118.126.116.101, GeoIP City Edition, Rev 1: CN, 22, Beijing, Beijing, N/A, 39.928902, 116.388298, 0, 0
118.163.91.125, GeoIP City Edition, Rev 1: TW, 03, T'ai-pei, Taipei, N/A, 25.047800, 121.531799, 0, 0
118.174.211.220, GeoIP City Edition, Rev 1: TH, 38, Nonthaburi, Nonthaburi, 10250, 13.862200, 100.513397, 0, 0
118.180.48.4, GeoIP City Edition, Rev 1: CN, 15, Gansu, Lanzhou, N/A, 36.056400, 103.792198, 0, 0
118.190.58.235, GeoIP City Edition, Rev 1: CN, 02, Zhejiang, Hangzhou, N/A, 30.293600, 120.161400, 0, 0
